interactant_id,name,organism
BE0000665,Activin receptor type-1B,Humans
BE0000264,Activin receptor type-1,Humans
BE0000437,Cyclin-dependent kinase 15,Humans
BE0000599,ADP/ATP translocase 1,Humans
BE0000207,ATP-binding cassette sub-family C member 8,Humans
BE0000772,Activated CDC42 kinase 1,Humans
BE0002332,Peptidyl-prolyl cis-trans isomerase B,Humans
BE0000723,Sodium-dependent proline transporter,Humans
BE0002253,Prolyl 4-hydroxylase subunit alpha-2,Humans
BE0002330,"Proline dehydrogenase 1, mitochondrial",Humans
BE0002331,Peptidyl-prolyl cis-trans isomerase H,Humans
BE0002333,Peptidyl-prolyl cis-trans isomerase C,Humans
BE0002334,Peptidyl-prolyl cis-trans isomerase G,Humans
BE0002335,Pyrroline-5-carboxylate reductase,Humans
BE0002336,"Probable proline--tRNA ligase, mitochondrial",Humans
BE0004615,Pyrroline-5-carboxylate reductase 3,Humans
BE0002337,Trans-3-hydroxy-L-proline dehydratase,Humans
BE0001128,S-methyl-5'-thioadenosine phosphorylase,Humans
BE0001229,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)
BE0003786,Low molecular weight phosphotyrosine protein phosphatase,Humans
BE0002007,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Escherichia coli (strain K12)
BE0002791,Peroxisomal trans-2-enoyl-CoA reductase,Humans
BE0002755,Adenine DNA glycosylase,Escherichia coli (strain K12)
BE0002706,Nucleoside 2-deoxyribosyltransferase,Lactobacillus helveticus
BE0004323,SRSF protein kinase 2,Humans
BE0002792,Holliday junction branch migration complex subunit RuvB,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)
BE0003541,UDP-glucuronosyltransferase 1A1,Humans
BE0009976,Sodium-coupled neutral amino acid transporters,Humans
BE0000607,"Asparagine--tRNA ligase, cytoplasmic",Humans
BE0002338,Asparaginyl-tRNA synthetase,Humans
BE0002366,Histone deacetylase 2,Humans
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans
BE0003646,Solute carrier family 22 member 7,Humans
BE0000749,Sodium-dependent serotonin transporter,Humans
BE0000090,Voltage-gated inwardly rectifying potassium channel KCNH2,Humans
BE0004866,Cytochrome P450 3A Subfamily,Humans
BE0000062,Type-1 angiotensin II receptor,Humans
BE0000221,Angiotensin-converting enzyme,Humans
BE0005831,B1 bradykinin receptor,Humans
BE0001018,Solute carrier family 15 member 1,Humans
BE0001134,Solute carrier family 15 member 2,Humans
BE0004624,Transient receptor potential cation channel subfamily M member 7,Humans
BE0000794,Glucocorticoid receptor,Humans
BE0000209,Corticosteroid-binding globulin,Humans
BE0002340,Gamma-aminobutyric acid type B receptor subunit 2,Humans
BE0000217,Gamma-aminobutyric acid type B receptor subunit 1,Humans
BE0000919,C-X-C chemokine receptor type 4,Humans
BE0000118,Synaptic vesicular amine transporter,Humans
BE0000647,Sodium-dependent dopamine transporter,Humans
BE0000867,Cocaine- and amphetamine-regulated transcript protein,Humans
BE0001044,Trace amine-associated receptor 1,Humans
BE0004909,Monoamine oxidase,Humans
BE0000486,Sodium-dependent noradrenaline transporter,Humans
BE0004888,Alpha adrenergic receptor,Humans
BE0004872,Beta adrenergic receptor,Humans
BE0000756,D(2) dopamine receptor,Humans
BE0002196,Amine oxidase [flavin-containing] B,Humans
BE0001158,Gastrin/cholecystokinin type B receptor,Humans
BE0000849,Neuronal acetylcholine receptor subunit alpha-4,Humans
BE0000850,Neuronal acetylcholine receptor subunit beta-2,Humans
BE0003585,Neuronal acetylcholine receptor subunit alpha-3,Humans
BE0003586,Neuronal acetylcholine receptor subunit alpha-5,Humans
BE0003587,Neuronal acetylcholine receptor subunit alpha-6,Humans
BE0002343,Neuronal acetylcholine receptor subunit alpha-9,Humans
BE0000411,Neuronal acetylcholine receptor subunit alpha-10,Humans
BE0003588,Neuronal acetylcholine receptor subunit beta-3,Humans
BE0003584,Neuronal acetylcholine receptor subunit beta-4,Humans
BE0002090,Aromatase,Humans
BE0003534,Cytochrome P450 2A13,Humans
BE0000045,Muscarinic acetylcholine receptor M3,Humans
BE0000092,Muscarinic acetylcholine receptor M1,Humans
BE0003609,Flavin-containing monooxygenase 1,Humans
BE0004797,GABA(A) Receptor,Humans
BE0008668,GABA(A) Receptor Benzodiazepine Binding Site,Humans
BE0000736,Translocator protein,Humans
BE0004696,UDP-glucuronosyltransferase 2B15,Humans
BE0002348,Proteasome subunit beta type-5,Humans
BE0002347,Proteasome subunit beta type-1,Humans
BE0001739,Serine protease 1,Humans
BE0000795,Gamma-aminobutyric acid receptor subunit alpha-1,Humans
BE0002346,Gamma-aminobutyric acid receptor subunit beta-2,Humans
BE0003476,Pro-neuropeptide Y,Humans
BE0000197,Sodium channel protein type 5 subunit alpha,Humans
BE0000770,Mu-type opioid receptor,Humans
BE0002081,Sodium channel protein type 2 subunit alpha,Humans
BE0000632,Kappa-type opioid receptor,Humans
BE0000420,Delta-type opioid receptor,Humans
BE0004956,NMDA receptor,Humans
BE0000013,Adenosine receptor A1,Humans
BE0004864,Alpha-2 adrenergic receptors,Humans
BE0000533,5-hydroxytryptamine receptor 2C,Humans
BE0000384,Substance-P receptor,Humans
BE0000308,DNA polymerase catalytic subunit,HHV-1
BE0004499,Thymidine kinase,
BE0000458,Thymidine kinase,HHV-1
BE0000241,Adenosine receptor A2b,Humans
BE0002214,Adenosine deaminase,Humans
BE0000233,Lanosterol 14-alpha demethylase,Yeast
BE0002088,Estrogen-related receptor gamma,Humans
BE0003722,Steroid hormone receptor ERR1,Humans
BE0001204,Equilibrative nucleoside transporter 1,Humans
BE0003677,UDP-glucuronosyltransferase 1A3,Humans
BE0003544,UDP-glucuronosyltransferase 1A4,Humans
BE0004694,UDP-glucuronosyltransferase 1A6,Humans
BE0004695,UDP-glucuronosyltransferase 1A7,Humans
BE0003682,UDP-glucuronosyltransferase 1A8,Humans
BE0003538,UDP-glucuronosyltransferase 1A9,Humans
BE0003678,UDP-glucuronosyltransferase 1A10,Humans
BE0003679,UDP-glucuronosyltransferase 2B7,Humans
BE0000584,Neuraminidase,Influenza A virus (strain A/Chile/1/1983 H1N1)
BE0000914,Sialidase-1,Humans
BE0003200,Sialidase-2,Humans
BE0002705,Liver carboxylesterase 1,Humans
BE0004800,23S ribosomal RNA,Enteric bacteria and other eubacteria
BE0003521,Motilin receptor,Humans
BE0000924,Adenosine receptor A2a,Humans
BE0000354,Adenosine receptor A3,Humans
BE0009789,Phosphodiesterase enzymes,Humans
BE0001096,5'-nucleotidase,Humans
BE0000739,Ryanodine receptor 1,Humans
BE0004922,Cyclic nucleotide phosphodiesterase,Humans
BE0002385,DNA-dependent protein kinase catalytic subunit,Humans
BE0002406,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Humans
BE0002407,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Humans
BE0004914,"Inositol 1,4,5-trisphosphate receptor",Humans
BE0004874,Serine-protein kinase ATM,Humans
BE0009927,Neuronal Acetylcholine (nACh) Receptor Subunits,Humans
BE0000560,Muscarinic acetylcholine receptor M2,Humans
BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",Humans
BE0002458,Plasma protease C1 inhibitor,Humans
BE0003556,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Humans
BE0003557,"Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Humans
BE0003441,Programmed cell death 1 ligand 1,Humans
BE0000210,Potassium channel subfamily K member 2,Humans
BE0001131,ATP-sensitive inward rectifier potassium channel 12,Humans
BE0000563,Bifunctional dihydrofolate reductase-thymidylate synthase,Plasmodium falciparum (isolate K1 / Thailand)
BE0001153,Beta-hexosaminidase subunit beta,Humans
BE0003657,Multidrug and toxin extrusion protein 1,Humans
BE0004752,Multidrug and toxin extrusion protein 2,Humans
BE0004674,Chromaffin granule amine transporter,Humans
BE0003408,Baculoviral IAP repeat-containing protein 5,Humans
BE0000110,P2Y purinoceptor 12,Humans
BE0005561,Platelet-activating factor receptor,Humans
BE0000247,Muscarinic acetylcholine receptor M5,Humans
BE0000206,Retinoic acid receptor beta,Humans
BE0000144,Retinoic acid receptor gamma,Humans
BE0000078,Retinoic acid receptor RXR-beta,Humans
BE0001040,Transcription factor Jun,Humans
BE0000663,Retinoic acid receptor alpha,Humans
BE0000501,Alpha-1A adrenergic receptor,Humans
BE0000575,Alpha-1B adrenergic receptor,Humans
BE0000715,Alpha-1D adrenergic receptor,Humans
BE0000270,Renin,Humans
BE0000349,Potassium-transporting ATPase alpha chain 1,Humans
BE0000619,Potassium-transporting ATPase subunit beta,Humans
BE0000281,Solute carrier family 12 member 2,Humans
BE0000502,Solute carrier family 12 member 1,Humans
BE0000442,Histamine H1 receptor,Humans
BE0000797,5-hydroxytryptamine receptor 1B,Humans
BE0000659,5-hydroxytryptamine receptor 1D,Humans
BE0000460,5-hydroxytryptamine receptor 1F,Humans
BE0000291,5-hydroxytryptamine receptor 1A,Humans
BE0000476,5-hydroxytryptamine receptor 1E,Humans
BE0000393,5-hydroxytryptamine receptor 2B,Humans
BE0000650,5-hydroxytryptamine receptor 7,Humans
BE0000644,ATP-sensitive inward rectifier potassium channel 1,Humans
BE0000366,DNA gyrase subunit A,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
BE0000429,DNA topoisomerase 4 subunit A,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
BE0002388,DNA gyrase subunit B,Staphylococcus aureus
BE0008385,DNA gyrase subunit A,Staphylococcus aureus
BE0000742,DNA topoisomerase 2-alpha,Humans
BE0000930,Serum paraoxonase/arylesterase 1,Humans
BE0000787,Gag-Pol polyprotein,HIV-1
BE0000708,ATP-sensitive inward rectifier potassium channel 11,Humans
BE0003997,Phospholipase A2,Humans
BE0004854,Pol polyprotein,Human immunodeficiency virus 1
BE0002050,Gag-Pol polyprotein,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)
BE0003562,Serum paraoxonase/lactonase 3,Humans
BE0009847,Voltage-gated Potassium Channels,
BE0000218,Calcium-transporting ATPase type 2C member 1,Humans
BE0004852,Glutamate (NMDA) receptor,Humans
BE0003888,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,Humans
BE0000576,Penicillin-binding protein 1A,Clostridium perfringens (strain 13 / Type A)
BE0002393,"Peptidoglycan D,D-transpeptidase FtsI",Escherichia coli (strain K12)
BE0000691,Voltage-dependent calcium channel subunit alpha-2/delta-1,Humans
BE0000267,Carbonic anhydrase 1,Humans
BE0000322,Carbonic anhydrase 2,Humans
BE0004655,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Humans
BE0003768,Group IIE secretory phospholipase A2,Humans
BE0000436,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",Humans
BE0004136,Reverse transcriptase/RNaseH,Human immunodeficiency virus 1
BE0004668,Lanosterol synthase,Yeast
BE0000381,Gamma-aminobutyric acid receptor subunit alpha-2,Humans
BE0000523,Gamma-aminobutyric acid receptor subunit alpha-3,Humans
BE0000478,Gamma-aminobutyric acid receptor subunit alpha-4,Humans
BE0000471,Gamma-aminobutyric acid receptor subunit alpha-5,Humans
BE0000764,Gamma-aminobutyric acid receptor subunit alpha-6,Humans
BE0000325,Ribonucleoside-diphosphate reductase large subunit,Humans
BE0002450,Ribonucleoside-diphosphate reductase subunit M2,Humans
BE0003613,Ribonucleoside-diphosphate reductase subunit M2 B,Humans
BE0000546,DNA polymerase alpha catalytic subunit,Humans
BE0003614,DNA polymerase epsilon catalytic subunit A,Humans
BE0003615,DNA polymerase epsilon subunit 2,Humans
BE0003617,DNA polymerase epsilon subunit 3,Humans
BE0003616,DNA polymerase epsilon subunit 4,Humans
BE0000250,Purine nucleoside phosphorylase,Humans
BE0001717,Poly [ADP-ribose] polymerase 1,Humans
BE0002804,Deoxycytidine kinase,Humans
BE0003589,"Deoxyguanosine kinase, mitochondrial",Humans
BE0003672,Solute carrier family 28 member 3,Humans
BE0004901,Sodium channel protein,Humans
BE0009631,Inward rectifier potassium channel,Humans
BE0009739,Voltage gated L-type calcium channel,Humans
BE0004863,Alpha-1 adrenergic receptors,Humans
BE0009632,Fatty acid,
BE0001154,Inhibitor of nuclear factor kappa-B kinase subunit beta,Humans
BE0003608,Arylamine N-acetyltransferase 1,Humans
BE0000451,5-hydroxytryptamine receptor 2A,Humans
BE0000020,D(1A) dopamine receptor,Humans
BE0000145,D(1B) dopamine receptor,Humans
BE0000581,D(3) dopamine receptor,Humans
BE0000389,D(4) dopamine receptor,Humans
BE0000945,5-hydroxytryptamine receptor 6,Humans
BE0000289,Alpha-2A adrenergic receptor,Humans
BE0000572,Alpha-2B adrenergic receptor,Humans
BE0000342,Alpha-2C adrenergic receptor,Humans
BE0000405,Muscarinic acetylcholine receptor M4,Humans
BE0009860,5-hydroxytryptamine 3 receptor,Humans
BE0004688,5-hydroxytryptamine receptor 5A,Humans
BE0004889,D(1) dopamine receptor,Humans
BE0002087,Inactive dihydropteroate synthase 2,Mycobacterium leprae (strain TN)
BE0002086,Dihydropteroate synthase,Mycobacterium leprae (strain TN)
BE0003611,Cytochrome P450 2C18,Humans
BE0003606,Flavin-containing monooxygenase 3,Humans
BE0003607,Arylamine N-acetyltransferase 2,Humans
BE0000141,Sodium channel protein type 1 subunit alpha,Humans
BE0008715,Voltage-dependent L-type calcium channel,Humans
BE0002084,Sodium channel protein type 8 subunit alpha,Humans
BE0003635,Sodium channel regulatory subunit beta-1,Humans
BE0002082,Sodium channel protein type 3 subunit alpha,Humans
BE0000731,"Cytochrome P450 11B1, mitochondrial",Humans
BE0009565,Epoxide hydrolase 1,Humans
BE0003660,Solute carrier organic anion transporter family member 1C1,Humans
BE0005001,Steroid hormone receptor ERR2,Humans
BE0009998,30S ribosomal protein,
BE0002369,ATP-binding cassette sub-family B member 5,Humans
BE0000792,Estrogen receptor beta,Humans
BE0000123,Estrogen receptor,Humans
BE0003740,Nuclear receptor coactivator 2,Humans
BE0000132,Androgen receptor,Humans
BE0000337,Transthyretin,Humans
BE0000019,Small ribosomal subunit protein uS4,Escherichia coli (strain K12)
BE0000415,Intermediate conductance calcium-activated potassium channel protein 4,Humans
BE0004803,Ergosterol,Candida albicans
BE0010516,C-X-C chemokine receptor type 2,Humans
BE0000635,Hydroxycarboxylic acid receptor 2,Humans
BE0004815,Phosphate,Humans
BE0000733,D-alanine--D-alanine ligase A,Escherichia coli (strain K12)
BE0000806,Alanine racemase,Mycobacterium avium
BE0004704,Proton-coupled amino acid transporter 2,Humans
BE0004810,RNA,Humans
BE0009159,Transient receptor potential cation channel subfamily V member 4,Humans
BE0001185,Zeta-crystallin,Humans
BE0009371,Cytochrome P450 2C6,Rat
BE0009372,Cytochrome P450 2C11,Rat
BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,Humans
BE0002354,Voltage-dependent L-type calcium channel subunit beta-2,Humans
BE0000864,Voltage-dependent T-type calcium channel subunit alpha-1H,Humans
BE0002396,Voltage-dependent calcium channel subunit alpha-2/delta-2,Humans
BE0002359,Voltage-dependent L-type calcium channel subunit alpha-1D,Humans
BE0002355,Voltage-dependent L-type calcium channel subunit alpha-1S,Humans
BE0000112,Histamine H2 receptor,Humans
BE0009738,Voltage-gated sodium channel alpha subunit,Humans
BE0009793,Kainate receptors,Humans
BE0003625,Carbonic anhydrase 3,Humans
BE0008718,Voltage-dependent R-type calcium channel,Humans
BE0003577,Penicillin binding protein 2a,Staphylococcus aureus
BE0000588,Penicillin-binding protein 1A,Escherichia coli (strain K12)
BE0000488,Penicillin-binding protein 1B,Escherichia coli (strain K12)
BE0002063,D-alanyl-D-alanine carboxypeptidase DacA,Escherichia coli (strain K12)
BE0003685,D-alanyl-D-alanine carboxypeptidase DacC,Escherichia coli (strain K12)
BE0002425,DNA topoisomerase 2-beta,Humans
BE0001133,"3',5'-cyclic-AMP phosphodiesterase 4A",Humans
BE0009005,Protein RIC-3,Humans
BE0009002,Copine-1,Humans
BE0004879,alpha1-acid glycoprotein,Humans
BE0000687,Thyroid hormone receptor alpha,Humans
BE0000315,Thyroid hormone receptor beta,Humans
BE0009045,DNA sliding clamp PCNA,Humans
BE0003653,Solute carrier organic anion transporter family member 4C1,Humans
BE0003656,Solute carrier organic anion transporter family member 4A1,Humans
BE0003603,A-type voltage-gated potassium channel KCND2,Humans
BE0003604,A-type voltage-gated potassium channel KCND3,Humans
BE0003663,Alpha-1-acid glycoprotein 2,Humans
BE0000177,Sodium channel protein type 10 subunit alpha,Humans
BE0001143,Sodium channel protein type 9 subunit alpha,Humans
BE0000192,Sodium channel protein type 11 subunit alpha,Humans
BE0002083,Sodium channel protein type 4 subunit alpha,Humans
BE0000776,Farnesyl pyrophosphate synthase,Humans
BE0004801,Hydroxylapatite,Humans
BE0003570,Geranylgeranyl pyrophosphate synthase,Humans
BE0001162,Caspase-3,Humans
BE0009991,Caspase-9,Humans
BE0000837,Maltase-glucoamylase,Humans
BE0001176,"Sucrase-isomaltase, intestinal",Humans
BE0002639,Pancreatic alpha-amylase,Humans
BE0000876,Lysosomal alpha-glucosidase,Humans
BE0003652,Solute carrier family 22 member 10,Humans
BE0003667,Organic solute transporter subunit alpha,Humans
BE0003668,Organic solute transporter subunit beta,Humans
BE0003661,Solute carrier organic anion transporter family member 3A1,Humans
BE0000610,Prostaglandin F2-alpha receptor,Humans
BE0000422,Annexin A1,Humans
BE0001028,G protein-activated inward rectifier potassium channel 1,Humans
BE0000199,DNA ligase 1,Humans
BE0000167,DNA ligase 3,Humans
BE0004697,Bleomycin hydrolase,Humans
BE0010006,Glutathione S-transferases (Cytosolic),Humans
BE0003594,Gamma-aminobutyric acid receptor subunit gamma-3,Humans
BE0003542,"Cytochrome P450 11B2, mitochondrial",Humans
BE0000324,Thymidylate synthase,Humans
BE0000021,Thymidylate synthase,Yeast
BE0000557,Progesterone receptor,Humans
BE0004024,Lymphocyte antigen 96,Humans
BE0003681,UDP-glucuronosyltransferase 2B4,Humans
BE0000064,Prostaglandin E2 receptor EP1 subtype,Humans
BE0000514,Thymidine kinase,
BE0000312,Protein P,HBV-D
BE0004477,"Adenylate kinase 2, mitochondrial",Humans
BE0004780,"Adenylate kinase 4, mitochondrial",Humans
BE0009626,Nucleoside diphosphokinase,Humans
BE0009627,Creatine Kinases,Humans
BE0000103,"Peptidoglycan D,D-transpeptidase MrdA",Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
BE0003579,"Peptidoglycan D,D-transpeptidase MrdA",Escherichia coli (strain K12)
BE0000001,"Peptidoglycan D,D-transpeptidase FtsI",Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
BE0000744,D-alanyl-D-alanine carboxypeptidase DacB,Escherichia coli (strain K12)
BE0001148,Dipeptidase 1,Humans
BE0000303,Voltage-dependent L-type calcium channel subunit beta-1,Humans
BE0000679,Voltage-dependent calcium channel gamma-1 subunit,Humans
BE0000154,Potassium channel subfamily K member 1,Humans
BE0000680,Potassium channel subfamily K member 6,Humans
BE0000462,Voltage-gated inwardly rectifying potassium channel KCNH6,Humans
BE0000699,Voltage-gated inwardly rectifying potassium channel KCNH7,Humans
BE0000026,Tubulin beta-1 chain,Humans
BE0003629,Carbonic anhydrase 7,Humans
BE0000881,Histone deacetylase 9,Humans
BE0009446,Glycogen synthase kinase-3 alpha,Humans
BE0008667,Histone deacetylase,Humans
BE0009012,Cyclin-dependent kinase inhibitor 1,Humans
BE0001121,Hepatocyte growth factor,Humans
BE0009727,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
BE0002480,Prostaglandin E synthase 3,Humans
BE0000927,Sulfotransferase 1A1,Humans
BE0004767,Sulfotransferase 1A3,Humans
BE0002194,Fatty-acid amide hydrolase 1,Humans
BE0004643,serine-type D-Ala-D-Ala carboxypeptidase,Streptococcus pneumoniae
BE0003624,Penicillin-binding protein 2B,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
BE0004644,Penicillin-binding protein 2a,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
BE0004335,Penicillin-binding protein 1b,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
BE0000084,5-hydroxytryptamine receptor 4,Humans
BE0001012,Beta-3 adrenergic receptor,Humans
BE0001039,High affinity nerve growth factor receptor,Humans
BE0003605,BDNF/NT-3 growth factors receptor,Humans
BE0000897,Potassium voltage-gated channel subfamily KQT member 2,Humans
BE0000781,Potassium voltage-gated channel subfamily A member 1,Humans
BE0000146,Histamine H4 receptor,Humans
BE0000156,Sigma non-opioid intracellular receptor 1,Humans
BE0002398,Potassium voltage-gated channel subfamily KQT member 3,Humans
BE0004882,5-hydroxytryptamine receptor 2C,Rat
BE0004890,Muscarinic acetylcholine receptor,Humans
BE0009629,HERG human cardiac K+ channel,Humans
BE0009343,UDP-glucuronosyltransferase 2B10,Humans
BE0002193,Thymidine phosphorylase,Humans
BE0000556,Atrial natriuretic peptide receptor 1,Humans
BE0010029,Guanylate cyclase soluble subunit beta-1,Humans
BE0009594,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2",Humans
BE0009595,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3",Humans
BE0010061,Guanylate cyclase soluble subunit alpha-1,Humans
BE0004522,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1",Humans
BE0001640,"Phospholipase A2, membrane associated",Humans
BE0010085,Human Cyclooxygenases,Humans
BE0009434,"Interferon-induced, double-stranded RNA-activated protein kinase",Humans
BE0003560,Prostaglandin reductase 2,Humans
BE0003561,Prostaglandin D2 receptor 2,Humans
BE0000591,Probable arabinosyltransferase C,Mycobacterium tuberculosis
BE0000122,Probable arabinosyltransferase B,Mycobacterium tuberculosis
BE0000034,Probable arabinosyltransferase A,Mycobacterium tuberculosis
BE0003887,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",Humans
BE0004775,Equilibrative nucleoside transporter 4,Humans
BE0000311,5-hydroxytryptamine receptor 3A,Humans
BE0004958,5-hydroxytryptamine receptor 1,Humans
BE0000298,Glutathione reductase,Escherichia coli (strain K12)
BE0002386,Serine/threonine-protein kinase mTOR,Humans
BE0000695,Peptidyl-prolyl cis-trans isomerase FKBP1A,Humans
BE0003721,Aryl hydrocarbon receptor,Humans
BE0009744,Probable fatty acid synthase Fas (Fatty acid synthetase),Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
BE0000332,Enoyl-[acyl-carrier-protein] reductase [NADH],Mycobacterium tuberculosis
BE0000483,Voltage-dependent T-type calcium channel subunit alpha-1G,Humans
BE0000455,4-hydroxyphenylpyruvate dioxygenase,Humans
BE0000077,Hypoxanthine-guanine phosphoribosyltransferase,Humans
BE0000790,Penicillin-binding protein 3,Bacillus subtilis (strain 168)
BE0001444,Beta-lactamase,Citrobacter freundii
BE0000553,Calcium-activated potassium channel subunit alpha-1,Humans
BE0004805,Fe(II)-protoporphyrin IX,Plasmodium falciparum
BE0009993,80S ribosomal subunit,Plasmodium falciparum
BE0002360,dihydropteroate synthase,Plasmodium falciparum
BE0000143,Tubulin beta chain,Humans
BE0000923,Mitogen-activated protein kinase 1,Humans
BE0000246,Apoptosis regulator Bcl-2,Humans
BE0003475,Microtubule-associated protein 4,Humans
BE0004669,"1,3-beta-glucan synthase component FKS1",Aspergillus niger (strain CBS 513.88 / FGSC A1513)
BE0010066,"1,3-beta-glucan synthase component GSC2",Baker's yeast
BE0000666,Neuron-specific vesicular protein calcyon,Humans
BE0002344,Gamma-aminobutyric acid receptor subunit beta-1,Humans
BE0003593,Gamma-aminobutyric acid receptor subunit gamma-1,Humans
BE0009737,Pepsin A-5,Humans
BE0001015,Fibroblast growth factor 2,Humans
BE0000953,Pro-epidermal growth factor,Humans
BE0009672,Fibrinogen,Humans
BE0003848,Nuclear receptor subfamily 1 group I member 3,Humans
BE0001052,Cytochrome P450,Humans
BE0000539,3-oxo-5-alpha-steroid 4-dehydrogenase 1,Humans
BE0003665,"POU domain, class 5, transcription factor 1",Humans
BE0000343,DNA polymerase catalytic subunit,HHV-5
BE0005582,5HT3 serotonin receptor,Humans
BE0003431,Protein kinase C epsilon type,Humans
BE0002201,"Peptide deformylase, mitochondrial",Humans
BE0000475,Prostacyclin receptor,Humans
BE0000368,Prostaglandin E2 receptor EP2 subtype,Humans
BE0000296,Prostaglandin D2 receptor,Humans
BE0004809,Bile acids,Humans
BE0000012,Voltage-dependent T-type calcium channel subunit alpha-1I,Humans
BE0002226,Voltage-dependent N-type calcium channel subunit alpha-1B,Humans
BE0003563,Voltage-dependent calcium channel subunit alpha-2/delta-3,Humans
BE0000973,Sphingomyelin phosphodiesterase,Humans
BE0000497,Epithelial sodium channel subunit gamma,Humans
BE0000190,Epithelial sodium channel subunit alpha,Humans
BE0000024,Epithelial sodium channel subunit beta,Humans
BE0000495,Epithelial sodium channel subunit delta,Humans
BE0000507,Thyroid peroxidase,Humans
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Humans
BE0005026,Sodium/potassium-transporting ATPase subunit beta-3,Humans
BE0005018,Sodium/potassium-transporting ATPase subunit beta-2,Humans
BE0004994,Sodium/potassium-transporting ATPase subunit beta-1,Humans
BE0005047,Sodium/potassium-transporting ATPase subunit alpha-3,Humans
BE0005034,Sodium/potassium-transporting ATPase subunit alpha-2,Humans
BE0002357,Voltage-dependent L-type calcium channel subunit alpha-1F,Humans
BE0002358,Voltage-dependent L-type calcium channel subunit beta-3,Humans
BE0002356,Voltage-dependent L-type calcium channel subunit beta-4,Humans
BE0000668,Mineralocorticoid receptor,Humans
BE0003592,Gamma-aminobutyric acid receptor subunit gamma-2,Humans
BE0002449,Telomerase reverse transcriptase,Humans
BE0000634,Serine/threonine-protein kinase B-raf,Humans
BE0000036,RAF proto-oncogene serine/threonine-protein kinase,Humans
BE0000023,Vascular endothelial growth factor receptor 3,Humans
BE0000369,Vascular endothelial growth factor receptor 2,Humans
BE0000029,Vascular endothelial growth factor receptor 1,Humans
BE0000147,Receptor-type tyrosine-protein kinase FLT3,Humans
BE0000453,Mast/stem cell growth factor receptor Kit,Humans
BE0002411,Proto-oncogene tyrosine-protein kinase receptor Ret,Humans
BE0004770,RalA-binding protein 1,Humans
BE0010210,Tubulin beta chain,Trichophyton rubrum
BE0004660,"Keratin, type I cytoskeletal 12",Humans
BE0000402,Cholecystokinin receptor type A,Humans
BE0000280,Antithrombin-III,Humans
BE0000775,Heparin cofactor 2,Humans
BE0004764,Cytochrome P450 2B1,Rat
BE0000804,Isoleucine--tRNA ligase,Staphylococcus aureus
BE0003074,Carbonyl reductase [NADPH] 1,Humans
BE0004290,Penicillin-binding protein 1A,Streptococcus pneumoniae (strain ATCC BAA-255 / R6)
BE0003618,MecA PBP2' (penicillin binding protein 2'),Staphylococcus aureus
BE0000477,Ceramide glucosyltransferase,Humans
BE0010245,Estrogen receptor,Humans
BE0004740,Carboxylesterase,Humans
BE0004258,O-GlcNAcase BT_4395,Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482)
BE0001045,"Solute carrier family 2, facilitated glucose transporter member 2",Humans
BE0005827,Protein O-GlcNAcase,Humans
BE0003686,Penicillin-binding protein 1A,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)
BE0003687,Penicillin-binding protein 1B,Pseudomonas aeruginosa
BE0002345,Gamma-aminobutyric acid receptor subunit beta-3,Humans
